City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
516,Hauterive,FR,2022-04-03 19:47:52,46.0901,3.4459,38.16,94,87,2.95,overcast clouds
517,Balakhta,RU,2022-04-03 19:47:52,55.38,91.6,14.67,98,100,3.85,overcast clouds
518,Manggar,ID,2022-04-03 19:47:52,-2.8833,108.2667,77.81,85,54,4.05,broken clouds
519,Sorong,ID,2022-04-03 19:47:53,-0.8833,131.25,78.03,87,100,5.5,overcast clouds
520,Russell,US,2022-04-03 19:45:27,32.3502,-85.1999,75.06,35,0,12.66,clear sky
521,Aboyne,GB,2022-04-03 19:47:53,57.0755,-2.7802,49.39,80,100,14.34,overcast clouds
522,Surt,LY,2022-04-03 19:47:53,31.2089,16.5887,62.82,77,0,15.79,clear sky
523,Morro Agudo,BR,2022-04-03 19:46:08,-20.7314,-48.0578,80.46,69,38,4.54,scattered clouds
524,Izumo,JP,2022-04-03 19:44:13,35.3667,132.7667,39.15,87,1,4.79,clear sky
525,Marienburg,PL,2022-04-03 19:47:54,54.0359,19.0266,33.89,61,77,5.91,broken clouds
526,Kampene,CD,2022-04-03 19:47:54,-3.6,26.6667,69.28,98,72,1.19,broken clouds
527,Thoen,TH,2022-04-03 19:47:55,17.6129,99.2161,70.7,78,39,0.89,scattered clouds
528,Beringovskiy,RU,2022-04-03 19:47:55,63.05,179.3167,-4.9,86,49,15.26,scattered clouds
529,Malinyi,TZ,2022-04-03 19:47:55,-8.9333,36.1333,72.07,93,27,2.06,scattered clouds
530,Ola,RU,2022-04-03 19:47:56,59.5833,151.2833,4.6,94,37,5.3,scattered clouds
531,Meulaboh,ID,2022-04-03 19:47:56,4.1363,96.1285,74.25,84,100,3.09,overcast clouds
532,Kalabo,ZM,2022-04-03 19:47:56,-14.97,22.6814,73.62,69,83,3.18,broken clouds
533,Camacupa,AO,2022-04-03 19:47:57,-12.0167,17.4833,63.39,92,100,7.31,overcast clouds
534,Abalak,RU,2022-04-03 19:47:57,58.1286,68.5944,35.8,99,100,12.71,overcast clouds
535,Ulladulla,AU,2022-04-03 19:45:18,-35.35,150.4667,61.7,60,100,9.48,overcast clouds
536,Lake Charles,US,2022-04-03 19:47:58,30.2131,-93.2044,82.62,40,0,11.5,clear sky
537,Shenjiamen,CN,2022-04-03 19:47:58,29.9576,122.298,50.4,63,34,6.26,scattered clouds
538,Novobelokatay,RU,2022-04-03 19:47:58,55.7062,58.9549,41.27,87,100,11.25,overcast clouds
539,Caceres,ES,2022-04-03 19:47:59,39.522,-6.3748,43.0,55,64,7.92,broken clouds
540,Tallahassee,US,2022-04-03 19:45:53,30.4383,-84.2807,79.0,36,0,10.36,clear sky
541,Kochi,IN,2022-04-03 19:47:59,9.9399,76.2602,78.78,87,29,4.03,scattered clouds
542,Sisimiut,GL,2022-04-03 19:47:59,66.9395,-53.6735,34.07,89,14,4.21,few clouds
543,Dayong,CN,2022-04-03 19:48:00,25.0209,118.2898,51.19,76,0,3.38,clear sky
544,Chicama,PE,2022-04-03 19:48:00,-7.8447,-79.1469,68.54,61,44,11.21,scattered clouds
545,Ust-Nera,RU,2022-04-03 19:48:00,64.5667,143.2,-10.77,98,65,2.42,broken clouds
546,Kadhan,PK,2022-04-03 19:48:01,24.481,68.9859,79.56,47,4,10.2,clear sky
547,Isiolo,KE,2022-04-03 19:48:01,0.3546,37.5822,72.0,56,87,5.79,overcast clouds
548,Qasigiannguit,GL,2022-04-03 19:48:01,68.8193,-51.1922,30.45,91,21,6.4,few clouds
549,Zalantun,CN,2022-04-03 19:48:02,48.0,122.7167,43.32,42,100,7.29,overcast clouds
550,The Pas,CA,2022-04-03 19:44:49,53.8251,-101.2541,37.42,52,100,9.22,overcast clouds
551,Hendersonville,US,2022-04-03 19:48:02,36.3048,-86.62,63.97,31,7,4.0,clear sky
552,Svobodnyy,RU,2022-04-03 19:49:03,51.4,128.1333,36.07,83,100,9.86,overcast clouds
553,Launceston,AU,2022-04-03 19:49:03,-41.45,147.1667,56.16,92,40,9.22,scattered clouds
554,Cabedelo,BR,2022-04-03 19:49:03,-6.9811,-34.8339,75.87,76,61,13.0,broken clouds
555,Berlevag,NO,2022-04-03 19:49:04,70.8578,29.0864,28.35,64,75,16.11,broken clouds
556,Ternate,ID,2022-04-03 19:49:04,0.8,127.4,79.75,79,93,3.8,overcast clouds
557,Khulo,GE,2022-04-03 19:49:04,41.644,42.3129,47.98,88,100,3.4,overcast clouds
558,Byron Bay,AU,2022-04-03 19:49:05,-28.65,153.6167,64.71,92,95,7.36,light rain
559,Mahibadhoo,MV,2022-04-03 19:49:05,3.7833,72.9667,82.6,69,15,1.95,few clouds
560,Sortavala,RU,2022-04-03 19:49:05,61.7053,30.6918,21.34,93,86,1.25,overcast clouds
561,Ajdabiya,LY,2022-04-03 19:49:06,30.7554,20.2263,78.64,14,2,10.74,clear sky
562,Ulvik,NO,2022-04-03 19:49:06,60.5672,6.9187,37.33,98,100,4.38,light rain
563,Botou,CN,2022-04-03 19:49:06,38.0667,116.5667,50.29,48,0,11.72,clear sky
564,Smolenka,RU,2022-04-03 19:49:07,52.1352,113.4974,17.67,67,96,0.0,overcast clouds
565,Sayyan,YE,2022-04-03 19:49:07,15.1718,44.3244,58.6,20,91,3.42,overcast clouds
566,Virginia Beach,US,2022-04-03 19:46:06,36.8529,-75.978,71.64,31,0,1.99,clear sky
567,Grand Gaube,MU,2022-04-03 19:49:07,-20.0064,57.6608,80.38,82,27,7.0,scattered clouds
568,Ratnagiri,IN,2022-04-03 19:45:32,16.9833,73.3,78.93,77,18,6.49,few clouds
569,Stromness,GB,2022-04-03 19:46:42,58.965,-3.296,48.16,91,100,20.0,light rain
570,Berezna,UA,2022-04-03 19:49:08,51.5716,31.7846,31.69,84,100,10.42,overcast clouds
571,Sakakah,SA,2022-04-03 19:49:08,29.9697,40.2064,78.37,11,6,8.41,clear sky
572,Balkhash,KZ,2022-04-03 19:49:09,46.844,74.9804,44.64,58,100,9.62,overcast clouds
573,Masunga,BW,2022-04-03 19:49:09,-20.6246,27.4488,68.92,60,8,6.29,clear sky
574,Pochutla,MX,2022-04-03 19:46:22,15.7432,-96.4661,90.82,34,5,9.13,clear sky
575,Port Hedland,AU,2022-04-03 19:46:52,-20.3167,118.5667,78.85,78,0,8.05,clear sky
576,Monino,RU,2022-04-03 19:49:10,55.8381,38.1944,29.71,93,100,5.7,overcast clouds
577,Taoudenni,ML,2022-04-03 19:49:10,22.6783,-3.9836,91.4,9,0,10.33,clear sky
578,Olden,NO,2022-04-03 19:49:10,61.8364,6.8064,36.34,98,100,3.29,light rain
579,Kurilsk,RU,2022-04-03 19:49:11,45.2333,147.8833,35.28,77,0,8.1,clear sky
580,Sandakan,MY,2022-04-03 19:49:11,5.8402,118.1179,76.68,94,20,3.44,few clouds
581,Savigny-Le-Temple,FR,2022-04-03 19:49:11,48.5667,2.5833,43.75,57,0,4.61,clear sky
582,Hervey Bay,AU,2022-04-03 19:49:12,-25.2986,152.8535,68.02,92,2,7.0,clear sky
583,Filingue,NE,2022-04-03 19:49:12,14.3521,3.3168,90.99,6,100,5.86,overcast clouds
584,Sebastian,US,2022-04-03 19:49:12,35.1668,-94.2669,74.08,44,17,9.24,few clouds
585,Djambala,CG,2022-04-03 19:49:13,-2.5447,14.7533,71.01,84,97,1.07,light rain
586,Helsingor,DK,2022-04-03 19:49:13,56.0361,12.6136,43.14,76,96,13.0,overcast clouds
587,Pierre,US,2022-04-03 19:45:05,44.3683,-100.351,52.86,50,100,21.99,overcast clouds
588,Mahon,ES,2022-04-03 19:49:14,39.8885,4.2658,46.96,61,0,14.97,clear sky
589,Cayenne,GF,2022-04-03 19:49:14,4.9333,-52.3333,82.44,1,40,10.36,scattered clouds
590,Sao Joao Da Barra,BR,2022-04-03 19:49:14,-21.6403,-41.0511,78.89,82,14,11.12,few clouds
591,Olafsvik,IS,2022-04-03 19:49:15,64.8945,-23.7142,36.0,93,100,17.45,overcast clouds
592,Espumoso,BR,2022-04-03 19:49:15,-28.7247,-52.8497,66.74,96,100,2.59,overcast clouds
593,Masuguru,TZ,2022-04-03 19:49:15,-11.3667,38.4167,72.88,96,43,2.73,scattered clouds
594,Kulhudhuffushi,MV,2022-04-03 19:49:16,6.6221,73.07,82.96,70,12,3.69,few clouds
595,Atambua,ID,2022-04-03 19:48:54,-9.1061,124.8925,71.01,85,22,2.66,few clouds
596,Dasoguz,TM,2022-04-03 19:49:16,41.8363,59.9666,64.35,34,0,11.5,clear sky
597,Chumikan,RU,2022-04-03 19:50:17,54.7183,135.315,26.17,96,100,13.2,light snow
598,Saint-Augustin,CA,2022-04-03 19:46:29,51.226,-58.6502,36.39,91,74,15.19,broken clouds
599,Borgarnes,IS,2022-04-03 19:50:17,64.5383,-21.9206,41.05,97,100,2.86,overcast clouds
600,Kupang,ID,2022-04-03 19:50:17,-10.1667,123.5833,76.3,85,37,0.83,scattered clouds
601,Merauke,ID,2022-04-03 19:50:18,-8.4667,140.3333,77.32,83,41,5.19,scattered clouds
602,Qujing,CN,2022-04-03 19:50:18,25.4833,103.7833,46.69,68,99,3.4,overcast clouds
603,Jiwani,PK,2022-04-03 19:50:18,25.05,61.7417,78.22,72,6,1.99,clear sky
604,Ponnani,IN,2022-04-03 19:50:19,10.767,75.9252,81.72,81,81,4.76,broken clouds
605,Hajipur,IN,2022-04-03 19:50:19,25.6833,85.2167,78.78,89,2,0.0,mist
606,Easton,US,2022-04-03 19:46:09,40.6884,-75.2207,50.72,82,100,7.0,overcast clouds
607,Husavik,IS,2022-04-03 19:47:45,66.0449,-17.3389,29.77,95,100,11.99,snow
608,Tasgaon,IN,2022-04-03 19:50:20,17.0333,74.6,80.82,56,94,9.04,overcast clouds
609,Cossato,IT,2022-04-03 19:50:20,45.5739,8.1817,46.36,66,61,1.19,broken clouds
610,Garowe,SO,2022-04-03 19:50:20,8.4054,48.4845,76.08,50,58,10.54,broken clouds
611,Kieta,PG,2022-04-03 19:50:21,-6.2167,155.6333,79.11,83,99,1.05,overcast clouds
612,Morondava,MG,2022-04-03 19:49:58,-20.2833,44.2833,81.57,68,29,9.28,scattered clouds
613,Jumla,NP,2022-04-03 19:50:21,29.2747,82.1838,46.09,49,28,4.36,scattered clouds
614,Kodinsk,RU,2022-04-03 19:50:21,58.6881,99.1844,2.57,99,84,2.26,broken clouds
615,Pushkinskiye Gory,RU,2022-04-03 19:50:22,57.0209,28.9103,26.64,85,94,4.47,overcast clouds
616,Korem,ET,2022-04-03 19:50:22,12.5058,39.5228,58.39,48,1,4.43,clear sky
617,Nola,IT,2022-04-03 19:50:22,40.922,14.5329,51.66,81,98,2.37,overcast clouds
618,Kharp,RU,2022-04-03 19:50:23,66.8014,65.8081,12.29,91,100,10.45,overcast clouds
619,Ugoofaaru,MV,2022-04-03 19:50:23,5.6667,73.0,82.81,69,8,2.62,clear sky
620,Tuatapere,NZ,2022-04-03 19:50:23,-46.1333,167.6833,46.99,92,87,3.44,overcast clouds
621,Neuquen,AR,2022-04-03 19:50:24,-38.9516,-68.0591,66.09,19,0,12.66,clear sky
622,Srivardhan,IN,2022-04-03 19:50:24,18.0333,73.0167,78.35,78,12,5.86,few clouds
623,Rubtsovsk,RU,2022-04-03 19:50:24,51.5,81.25,33.87,83,48,10.13,scattered clouds
624,Verkhnyaya Inta,RU,2022-04-03 19:50:25,65.9811,60.3094,22.14,75,100,18.84,overcast clouds
625,Havelock,US,2022-04-03 19:50:25,34.8791,-76.9013,75.18,35,0,16.11,clear sky
626,Kindu,CD,2022-04-03 19:50:25,-2.95,25.95,71.53,97,67,2.24,light rain
627,Catuday,PH,2022-04-03 19:50:26,16.2923,119.8062,77.77,72,61,8.79,broken clouds
628,Necochea,AR,2022-04-03 19:46:35,-38.5473,-58.7368,55.35,66,100,24.38,overcast clouds
629,Svetlogorsk,BY,2022-04-03 19:50:26,52.6333,29.7333,28.9,85,100,6.71,overcast clouds
630,Saint-Pierre,RE,2022-04-03 19:50:26,-21.3393,55.4781,74.88,94,100,9.22,overcast clouds
631,Stokmarknes,NO,2022-04-03 19:50:27,68.5646,14.9108,28.38,54,74,16.11,broken clouds
632,Pangobilian,PH,2022-04-03 19:50:27,8.8011,117.8594,78.96,84,100,7.18,overcast clouds
633,Camabatela,AO,2022-04-03 19:50:27,-8.1881,15.375,62.6,93,71,1.68,broken clouds
634,Poronaysk,RU,2022-04-03 19:50:28,49.2167,143.1167,39.99,62,17,12.26,few clouds
635,Pizarro,CO,2022-04-03 19:50:28,4.9533,-77.366,82.69,75,100,8.84,overcast clouds
636,Teyateyaneng,LS,2022-04-03 19:50:28,-29.1472,27.7489,56.68,85,100,6.4,light rain
637,Eureka,US,2022-04-03 19:50:29,40.8021,-124.1637,60.67,69,100,8.99,overcast clouds
638,Charlestown,AU,2022-04-03 19:50:29,-32.95,151.6667,64.69,72,12,5.01,few clouds
639,Burnie,AU,2022-04-03 19:50:29,-41.0667,145.9167,58.24,76,56,2.98,broken clouds
640,Kefamenanu,ID,2022-04-03 19:50:30,-9.4467,124.4781,68.41,90,11,2.33,few clouds
641,Mbeya,TZ,2022-04-03 19:50:30,-8.9,33.45,61.14,87,100,4.32,overcast clouds
642,Gizo,SB,2022-04-03 19:48:29,-8.103,156.8419,82.2,76,100,8.43,overcast clouds
643,Kiama,AU,2022-04-03 19:50:30,-34.6833,150.8667,62.08,74,0,1.99,clear sky
644,Chhuikhadan,IN,2022-04-03 19:50:31,21.5333,80.9833,84.02,16,3,4.47,clear sky
645,Muli,MV,2022-04-03 19:51:31,2.9167,73.5667,82.74,63,4,1.72,clear sky
646,Mangan,IN,2022-04-03 19:51:32,27.5167,88.5333,70.09,79,100,2.57,overcast clouds
647,Qiqihar,CN,2022-04-03 19:51:32,47.3408,123.9672,45.64,37,18,6.76,few clouds
648,Tezu,IN,2022-04-03 19:51:32,27.9167,96.1667,66.15,96,100,4.65,overcast clouds
649,Nara,JP,2022-04-03 19:49:25,34.6851,135.8049,49.96,67,71,4.63,broken clouds
650,Agaro,ET,2022-04-03 19:51:33,7.85,36.65,67.37,66,100,3.29,light rain
651,Chipinge,ZW,2022-04-03 19:51:33,-20.1883,32.6236,63.73,93,26,5.61,scattered clouds
652,Mantua,IT,2022-04-03 19:51:33,45.1667,10.7833,47.44,79,86,3.0,overcast clouds
653,Chapais,CA,2022-04-03 19:51:34,49.7834,-74.8492,38.98,85,100,5.99,overcast clouds
654,Yumen,CN,2022-04-03 19:51:34,40.2833,97.2,47.28,23,6,12.1,clear sky
655,Nushki,PK,2022-04-03 19:51:34,29.5542,66.0215,71.46,8,7,5.41,clear sky
656,Puerto Carreno,CO,2022-04-03 19:49:11,6.189,-67.4859,94.98,46,40,5.75,scattered clouds
657,Rehburg-Loccum,DE,2022-04-03 19:51:35,52.4667,9.2,39.31,70,20,8.05,few clouds
658,Sembakung,ID,2022-04-03 19:51:35,3.8167,117.25,73.22,99,77,0.25,broken clouds
659,Hambantota,LK,2022-04-03 19:51:35,6.1241,81.1185,78.1,83,14,1.81,few clouds
660,Batemans Bay,AU,2022-04-03 19:50:19,-35.7167,150.1833,63.1,62,100,6.31,light rain
661,Kayes,ML,2022-04-03 19:51:36,14.0,-11.0,95.56,12,100,9.19,overcast clouds
662,Dargaville,NZ,2022-04-03 19:51:36,-35.9333,173.8833,63.32,89,7,1.99,clear sky
663,Hastings,GB,2022-04-03 19:51:36,50.8552,0.5729,45.52,63,59,10.18,broken clouds
664,Micheweni,TZ,2022-04-03 19:51:37,-4.9667,39.8333,82.24,77,33,7.74,scattered clouds
665,Havre,FR,2022-04-03 19:51:27,49.5833,0.3333,37.17,75,0,6.91,clear sky
666,Xiangxiang,CN,2022-04-03 19:51:37,27.7333,112.5333,55.53,76,97,2.1,overcast clouds
667,Yeppoon,AU,2022-04-03 19:51:37,-23.1333,150.7333,69.58,75,64,8.57,broken clouds
668,Winnemucca,US,2022-04-03 19:51:38,40.973,-117.7357,57.25,19,0,4.61,clear sky
669,Volchikha,RU,2022-04-03 19:48:42,52.0333,80.3833,34.57,88,96,6.53,overcast clouds
670,Rawlins,US,2022-04-03 19:49:22,41.7911,-107.2387,48.34,17,0,12.66,clear sky
671,Teshie,GH,2022-04-03 19:51:38,5.5836,-0.1072,84.76,84,20,16.11,few clouds
672,Praxedis Guerrero,MX,2022-04-03 19:51:38,31.3667,-106.0167,81.07,8,96,10.31,overcast clouds
673,Brainerd,US,2022-04-03 19:47:48,46.358,-94.2008,39.22,48,75,4.61,broken clouds
674,Portland,US,2022-04-03 19:47:45,45.5234,-122.6762,55.63,66,100,10.0,overcast clouds
675,Urumqi,CN,2022-04-03 19:51:39,43.801,87.6005,50.95,40,0,6.71,clear sky
676,Maldonado,UY,2022-04-03 19:51:39,-34.6667,-54.9167,74.59,56,70,12.86,broken clouds
677,Scarborough,GB,2022-04-03 19:51:36,54.2797,-0.4044,44.65,75,100,5.99,light rain
678,Vieques,PR,2022-04-03 19:51:40,18.425,-65.8329,85.84,61,75,5.75,broken clouds
679,Kitami,JP,2022-04-03 19:51:40,43.8031,143.8908,31.19,79,3,6.31,clear sky
680,Santa Rosa,PH,2022-04-03 19:51:40,14.3122,121.1114,80.02,74,86,10.38,overcast clouds
681,Katherine,AU,2022-04-03 19:51:41,-14.4667,132.2667,75.52,64,39,4.61,scattered clouds
682,Port Keats,AU,2022-04-03 19:51:41,-14.25,129.55,78.85,70,9,3.2,clear sky
683,Aripuana,BR,2022-04-03 19:51:41,-9.1667,-60.6333,83.07,75,96,1.16,overcast clouds
684,Kishapu,TZ,2022-04-03 19:51:42,-3.6167,33.8667,69.12,75,100,5.91,overcast clouds
685,Liku,ID,2022-04-03 19:51:42,-0.7275,119.8922,75.11,92,100,1.79,overcast clouds
686,Ikalamavony,MG,2022-04-03 19:51:42,-21.15,46.5833,63.1,69,0,5.46,clear sky
687,Stephenville,US,2022-04-03 19:51:43,32.2207,-98.2023,85.15,28,0,13.8,clear sky
688,Charneca De Caparica,PT,2022-04-03 19:46:47,38.6206,-9.1915,56.86,49,20,16.11,few clouds
